Position #,FullName,Gender,Salary,Department,DepartmentName,Division,AssignmentCategory,Title,HiringAnalyst,VacancyStatus,VacancyDate,BudgetDate,PostingDate,InterviewDate,OfferDate,AcceptanceDate,SecurityCheckDate,HireDate
13576,"ESSEY, SHANE",M,"$65,065.00",FRS,Fire and Rescue Services,Station 14,Fulltime-Regular,Firefighter/Rescuer III,ELIZABETH RODRIGUEZ,Filled,11/18/05,12/2/05,12/12/05,12/30/05,1/3/06,1/10/06,1/18/06,1/30/06
13577,"KATER, PASQUALE",M,"$62,590.00",COR,Correction and Rehabilitation,DS MCDC Central Processing Unit,Fulltime-Regular,Correctional Officer III (Corporal),MARY SMITH,Filled,11/18/05,11/26/05,12/9/05,12/27/05,1/3/06,1/13/06,1/17/06,1/30/06
13578,"CLERK, CLIFF",M,"$71,569.00",FRS,Fire and Rescue Services,Station 15,Fulltime-Regular,Master Firefighter/Rescuer,JENNIFER MARTINEZ,Filled,11/16/05,11/27/05,12/3/05,12/17/05,12/28/05,1/11/06,1/17/06,1/30/06
13579,"SLEPSKI, BLAINE",M,"$46,396.18",DOT,Department of Transportation,Transit Silver Spring Ride On,Fulltime-Regular,Bus Operator,BARBARA DAVIS,Filled,11/28/05,12/3/05,12/8/05,12/29/05,1/7/06,1/10/06,1/16/06,1/30/06
13580,"JERZEWSKI, ROD",M,"$53,239.80",DOT,Department of Transportation,Highway Services,Fulltime-Regular,Work Force Leader II,LINDA JONES,Filled,10/30/05,11/15/05,11/23/05,12/14/05,12/28/05,1/6/06,1/16/06,1/30/06
13581,"UTU, FRANK",M,"$77,399.00",FRS,Fire and Rescue Services,Station 23,Fulltime-Regular,Master Firefighter/Rescuer,JENNIFER MARTINEZ,Filled,10/31/05,11/15/05,11/24/05,12/15/05,12/29/05,1/9/06,1/15/06,1/30/06
13582,"WERTEL, ORVAL",M,"$65,065.00",FRS,Fire and Rescue Services,Station 8,Fulltime-Regular,Firefighter/Rescuer III,WILLIAM WILSON,Filled,11/8/05,11/22/05,12/1/05,12/20/05,12/31/05,1/6/06,1/14/06,1/30/06
13583,"HINKLE, AUREA",F,"$123,807.04",DPS,Department of Permitting Services,Customer Information,Fulltime-Regular,Manager III,BARBARA DAVIS,Filled,11/17/05,11/24/05,11/29/05,12/19/05,12/30/05,1/6/06,1/14/06,1/30/06
13584,"GOSZ, MA",F,"$71,034.57",POL,Department of Police,ISB Major Crimes Division Victim Witness Assistance Section,Fulltime-Regular,Client Assistance Specialist,MARGARET MARTIN,Filled,11/6/05,11/15/05,11/19/05,12/12/05,12/25/05,1/5/06,1/14/06,1/30/06
13585,"WYLY, CASSIE",F,"$49,371.51",HHS,Department of Health and Human Services,Child Welfare Services,Fulltime-Regular,Community Services Aide III,JENNIFER MARTINEZ,Filled,11/5/05,11/10/05,11/16/05,12/9/05,12/25/05,1/2/06,1/13/06,1/30/06
13586,"DRAIME, DEXTER",M,"$76,619.00",FRS,Fire and Rescue Services,Emergency Communications Center (PSCC),Fulltime-Regular,Master Firefighter/Rescuer,WILLIAM WILSON,Filled,10/16/05,10/26/05,11/10/05,12/2/05,12/17/05,12/27/05,1/10/06,1/30/06
13587,"REIDT, LEONIE",F,"$17,542.28",LIB,Department of Public Libraries,Germantown Library,Parttime-Regular,Library Aide,SUSAN HERNANDEZ,Filled,11/14/05,11/22/05,12/4/05,12/22/05,1/1/06,1/8/06,1/21/06,1/28/06
13588,"STEINGRABER, DORIS",F,"$77,067.24",DEP,Department of Environmental Protection,Water Quality Monitoring and Planning,Fulltime-Regular,Senior Water Quality Specialist,PATRICIA WILLIAMS,Filled,10/30/05,11/13/05,11/18/05,12/5/05,12/18/05,1/4/06,1/18/06,1/28/06
13589,"FULPS, MAGALY",F,"$83,644.98",COR,Correction and Rehabilitation,DS Health Services,Fulltime-Regular,Correctional Health Nurse II,JAMES JOHNSON,Filled,11/22/05,11/28/05,12/4/05,12/26/05,1/2/06,1/11/06,1/13/06,1/28/06
13590,"HYSER, ROBBY",M,"$52,341.44",COR,Correction and Rehabilitation,DS Food Services,Fulltime-Regular,Correctional Dietary Officer II,JAMES JOHNSON,Filled,11/21/05,11/27/05,11/30/05,12/25/05,1/3/06,1/8/06,1/10/06,1/28/06
13591,"SUNNARBORG, PAT",M,"$65,065.00",FRS,Fire and Rescue Services,Station 19,Fulltime-Regular,Firefighter/Rescuer III,ELIZABETH RODRIGUEZ,Filled,11/24/05,12/5/05,12/11/05,12/28/05,1/7/06,1/12/06,1/25/06,1/27/06
13592,"THEODOS, ANTOINE",M,"$61,965.00",FRS,Fire and Rescue Services,Rescue 2,Fulltime-Regular,Firefighter/Rescuer III,WILLIAM WILSON,Filled,11/21/05,12/4/05,12/11/05,1/3/06,1/16/06,1/20/06,1/23/06,1/27/06
13593,"CINQUEMANI, GERALDO",M,"$65,065.00",FRS,Fire and Rescue Services,Station 4,Fulltime-Regular,Firefighter/Rescuer III,WILLIAM WILSON,Filled,11/12/05,12/4/05,12/13/05,12/30/05,1/13/06,1/16/06,1/23/06,1/27/06
13594,"FAIDLEY, BENTON",M,"$68,856.00",FRS,Fire and Rescue Services,Station 13,Fulltime-Regular,Firefighter/Rescuer III,ELIZABETH RODRIGUEZ,Filled,11/20/05,11/30/05,12/4/05,12/23/05,1/3/06,1/12/06,1/23/06,1/27/06
13595,"MAYSONET, BENITO",M,"$160,372.00",CEC,Community Engagement Cluster,Regional Services Centers,Fulltime-Regular,Director Regional Services Center,MARY SMITH,Filled,11/8/05,11/18/05,11/25/05,12/15/05,12/27/05,1/12/06,1/23/06,1/27/06
13596,"ARVESON, NATHAN",M,"$65,065.00",FRS,Fire and Rescue Services,Station 3,Fulltime-Regular,Firefighter/Rescuer III,ELIZABETH RODRIGUEZ,Filled,12/9/05,12/17/05,12/20/05,1/11/06,1/19/06,1/21/06,1/22/06,1/27/06
13597,"RANKEN, TED",M,"$65,065.00",FRS,Fire and Rescue Services,Station 11,Fulltime-Regular,Firefighter/Rescuer III,ELIZABETH RODRIGUEZ,Filled,11/25/05,12/8/05,12/18/05,1/6/06,1/17/06,1/19/06,1/22/06,1/27/06
13598,"GREENOUGH, DENNIS",M,"$65,065.00",FRS,Fire and Rescue Services,Station 16,Fulltime-Regular,Firefighter/Rescuer III,ELIZABETH RODRIGUEZ,Filled,11/22/05,12/7/05,12/14/05,1/1/06,1/12/06,1/19/06,1/22/06,1/27/06
13599,"BASARABA, EZRA",M,"$60,684.82",DOT,Department of Transportation,Highway Administration,Fulltime-Regular,Highway Inspector II,BARBARA DAVIS,Filled,12/4/05,12/10/05,12/18/05,1/4/06,1/15/06,1/18/06,1/22/06,1/27/06
13600,"HINCKLEY, WILLY",M,"$61,626.39",DGS,Department of General Services,Facilities Maintenance,Fulltime-Regular,Public Service Craftsworker,PATRICIA WILLIAMS,Filled,10/12/05,11/4/05,11/15/05,12/14/05,12/29/05,1/11/06,1/22/06,1/27/06
13601,"CONCORD, ELADIA",F,"$73,993.00",FRS,Fire and Rescue Services,Station 7,Fulltime-Regular,Firefighter/Rescuer III,JENNIFER MARTINEZ,Filled,10/29/05,11/17/05,11/25/05,12/16/05,1/2/06,1/16/06,1/21/06,1/27/06
13602,"LEB, JC",M,"$65,065.00",FRS,Fire and Rescue Services,Station 35,Fulltime-Regular,Firefighter/Rescuer III,JENNIFER MARTINEZ,Filled,11/14/05,11/28/05,12/13/05,12/30/05,1/11/06,1/15/06,1/21/06,1/27/06
13603,"INTELISANO, WALTER",M,"$83,783.00",FRS,Fire and Rescue Services,Emergency Communications Center (PSCC),Fulltime-Regular,Fire/Rescue Lieutenant,ELIZABETH RODRIGUEZ,Filled,11/11/05,11/22/05,12/5/05,12/23/05,1/8/06,1/12/06,1/21/06,1/27/06
13604,"HAVERY, HUEY",M,"$50,215.65",DOT,Department of Transportation,Transit Nicholson Ride On,Fulltime-Regular,Bus Operator,LINDA JONES,Filled,11/21/05,11/27/05,12/3/05,12/24/05,1/5/06,1/12/06,1/21/06,1/27/06
13605,"FRIGGE, KELLY",M,"$70,895.00",FRS,Fire and Rescue Services,Station 8,Fulltime-Regular,Firefighter/Rescuer III,MICHAEL GARCIA,Filled,11/15/05,11/29/05,12/9/05,12/25/05,1/3/06,1/11/06,1/21/06,1/27/06
13606,"VERBOIS, DEMARCUS",M,"$65,065.00",FRS,Fire and Rescue Services,Station 19,Fulltime-Regular,Firefighter/Rescuer III,ELIZABETH RODRIGUEZ,Filled,11/24/05,12/5/05,12/8/05,12/23/05,1/6/06,1/14/06,1/20/06,1/27/06
13607,"TWAMLEY, MOSE",M,"$64,002.00",FRS,Fire and Rescue Services,Station 28,Fulltime-Regular,Firefighter/Rescuer III,JENNIFER MARTINEZ,Filled,11/22/05,12/2/05,12/7/05,12/24/05,1/2/06,1/11/06,1/20/06,1/27/06
13608,"BACKOF, TREY",M,"$67,496.42",DGS,Department of General Services,Fleet Automotive Heavy Equipment,Fulltime-Regular,Mechanic Technician II,PATRICIA WILLIAMS,Filled,11/3/05,11/16/05,11/22/05,12/15/05,12/31/05,1/10/06,1/19/06,1/27/06
13609,"BOULAY, ELMIRA",F,"$54,290.34",DEP,Department of Environmental Protection,Solid Waste Services Operations,Fulltime-Regular,Refuse Disposal Cashier,PATRICIA WILLIAMS,Filled,10/30/05,11/18/05,12/1/05,12/19/05,12/30/05,1/10/06,1/19/06,1/27/06
13610,"LIFSEY, JUSTA",F,"$91,739.73",DGS,Department of General Services,Fleet Management Services,Fulltime-Regular,Accountant/Auditor III,JOHN BROWN,Filled,10/12/05,11/3/05,11/19/05,12/13/05,12/30/05,1/10/06,1/19/06,1/27/06
13611,"KUR, LASHUNDA",F,"$102,153.00",OHR,Office of Human Resources,Police Labor Relations,Fulltime-Regular,Human Resources Specialist III,SUSAN HERNANDEZ,Filled,11/16/05,12/1/05,12/13/05,12/28/05,1/6/06,1/12/06,1/18/06,1/27/06
13612,"GINOCCHIO, PAUL",F,"$101,681.36",POL,Department of Police,ISB Criminal Investigations Division Crime Laboratory Section,Fulltime-Regular,Senior Forensic Scientist,CHARLES MOORE,Filled,11/18/05,12/1/05,12/11/05,12/28/05,1/3/06,1/10/06,1/18/06,1/27/06
13613,"MALMAN, ROMEO",M,"$117,380.67",DGS,Department of General Services,Project Management,Fulltime-Regular,Capital Projects Manager,PATRICIA WILLIAMS,Filled,10/25/05,11/11/05,11/17/05,12/10/05,12/22/05,1/5/06,1/18/06,1/27/06
13614,"SCHOELLMAN, RUBYE",F,"$50,069.56",FIN,Department of Finance,Tax Operations,Fulltime-Regular,Office Services Coordinator,MICHAEL GARCIA,Filled,11/1/05,11/19/05,11/26/05,12/16/05,1/1/06,1/7/06,1/17/06,1/27/06
13615,"LIPSCHULTZ, SYDNEY",M,"$39,062.00",DLC,Department of Liquor Control,Liquor and Wine Delivery Operations,Fulltime-Regular,Truck Driver/Warehouse Worker,JOHN BROWN,Filled,10/25/05,11/18/05,11/26/05,12/17/05,12/30/05,1/6/06,1/17/06,1/27/06
13616,"BAMACA, JULIAN",M,"$67,102.00",FRS,Fire and Rescue Services,Station 29,Fulltime-Regular,Firefighter/Rescuer III,ELIZABETH RODRIGUEZ,Filled,11/29/05,12/9/05,12/15/05,12/29/05,1/10/06,1/11/06,1/16/06,1/27/06
13617,"COCHERELL, LANE",M,"$61,965.00",FRS,Fire and Rescue Services,Station 10,Fulltime-Regular,Firefighter/Rescuer III,WILLIAM WILSON,Filled,11/2/05,11/15/05,11/23/05,12/13/05,12/30/05,1/11/06,1/16/06,1/27/06
13618,"BARANYK, GUS",M,"$67,102.00",FRS,Fire and Rescue Services,Station 7,Fulltime-Regular,Firefighter/Rescuer III,ELIZABETH RODRIGUEZ,Filled,11/27/05,12/6/05,12/9/05,12/28/05,1/7/06,1/8/06,1/16/06,1/27/06
13619,"OBRAY, SHONTA",F,"$36,127.46",HHS,Department of Health and Human Services,Child and Adolescent Mental Health Clinic Services,Parttime-Regular,Therapist II,DAVID ANDERSON,Filled,11/3/05,11/10/05,11/17/05,12/10/05,12/24/05,1/4/06,1/16/06,1/27/06
13620,"MARKWARD, DOUG",M,"$70,895.00",FRS,Fire and Rescue Services,Station 13,Fulltime-Regular,Firefighter/Rescuer III,WILLIAM WILSON,Filled,11/14/05,11/24/05,11/27/05,12/16/05,12/27/05,1/3/06,1/15/06,1/27/06
13621,"OAKEY, JAYSON",M,"$65,065.00",FRS,Fire and Rescue Services,Station 31,Fulltime-Regular,Firefighter/Rescuer III,JENNIFER MARTINEZ,Filled,11/19/05,11/28/05,12/7/05,12/28/05,1/4/06,1/9/06,1/14/06,1/27/06
13622,"VIGH, JESSIE",M,"$65,065.00",FRS,Fire and Rescue Services,Station 35,Fulltime-Regular,Firefighter/Rescuer III,WILLIAM WILSON,Filled,11/24/05,11/30/05,12/3/05,12/21/05,12/29/05,1/8/06,1/14/06,1/27/06
13623,"FORAY, DALE",M,"$68,856.00",FRS,Fire and Rescue Services,Station 35,Fulltime-Regular,Firefighter/Rescuer III,WILLIAM WILSON,Filled,11/2/05,11/17/05,11/27/05,12/17/05,12/29/05,1/7/06,1/14/06,1/27/06
13624,"VINKLAREK, JOSEF",M,"$48,399.45",DOT,Department of Transportation,Highway Services,Fulltime-Regular,Public Service Craftsworker,BARBARA DAVIS,Filled,11/8/05,11/25/05,12/5/05,12/25/05,1/4/06,1/6/06,1/14/06,1/27/06
13625,"BELENKY, BRANDY",F,"$69,148.10",HHS,Department of Health and Human Services,Child Welfare Services,Fulltime-Regular,Social Worker II,DAVID ANDERSON,Filled,11/9/05,11/23/05,12/2/05,12/19/05,1/1/06,1/6/06,1/14/06,1/27/06
13626,"RALSON, CARTER",M,"$67,102.00",FRS,Fire and Rescue Services,Station 28,Fulltime-Regular,Firefighter/Rescuer III,WILLIAM WILSON,Filled,11/15/05,11/22/05,11/26/05,12/12/05,12/28/05,1/5/06,1/14/06,1/27/06
13627,"MANZANAREZ, NORBERT",M,"$65,065.00",FRS,Fire and Rescue Services,Station 21,Fulltime-Regular,Firefighter/Rescuer III,WILLIAM WILSON,Filled,11/3/05,11/15/05,11/30/05,12/22/05,12/31/05,1/9/06,1/13/06,1/27/06
13628,"FORT, GARRY",M,"$64,002.00",FRS,Fire and Rescue Services,Station 10,Fulltime-Regular,Firefighter/Rescuer III,ELIZABETH RODRIGUEZ,Filled,11/20/05,11/29/05,12/1/05,12/19/05,12/26/05,1/1/06,1/13/06,1/27/06
13629,"MEISMER, RICKY",M,"$77,399.00",FRS,Fire and Rescue Services,Station 3,Fulltime-Regular,Master Firefighter/Rescuer,WILLIAM WILSON,Filled,11/4/05,11/15/05,11/24/05,12/13/05,12/23/05,1/2/06,1/12/06,1/27/06
13630,"NUVAL, ROXANE",F,"$55,820.24",CAT,County Attorney's Office,Support Services,Fulltime-Regular,Principal Administrative Aide,MARY SMITH,Filled,10/31/05,11/8/05,11/21/05,12/12/05,12/27/05,1/1/06,1/12/06,1/27/06
13631,"REIVER, KELLEY",M,"$65,065.00",FRS,Fire and Rescue Services,Station 16,Fulltime-Regular,Firefighter/Rescuer III,MICHAEL GARCIA,Filled,10/28/05,11/5/05,11/25/05,12/11/05,12/21/05,1/1/06,1/11/06,1/27/06
13632,"RONERO, MENDY",F,"$90,236.35",DEP,Department of Environmental Protection,Solid Waste Services Administration,Fulltime-Regular,Senior Planning Specialist,JAMES JOHNSON,Filled,11/26/05,12/4/05,12/12/05,12/30/05,1/11/06,1/18/06,1/24/06,1/26/06
13633,"CLEMETSON, TAYLOR",F,"$93,436.50",HHS,Department of Health and Human Services,Adult Protective and Case Management Services,Fulltime-Regular,Social Worker III,JENNIFER MARTINEZ,Filled,11/21/05,12/2/05,12/6/05,12/26/05,1/7/06,1/13/06,1/22/06,1/26/06
13634,"SOLTANI, JAROD",M,"$82,549.16",FRS,Fire and Rescue Services,Fleet,Fulltime-Regular,Emergency Vehicle Maintenance Crew Chief,JENNIFER MARTINEZ,Filled,10/30/05,11/6/05,11/15/05,12/9/05,12/24/05,1/10/06,1/22/06,1/26/06
13635,"KALET, PHUNG",F,"$81,702.00",HHS,Department of Health and Human Services,Chief Special Needs Housing,Fulltime-Regular,Program Manager II,RICHARD THOMAS,Filled,11/19/05,12/7/05,12/10/05,12/24/05,1/5/06,1/10/06,1/21/06,1/26/06
13636,"RODWELL, DOUGLASS",M,"$148,802.98",DEP,Department of Environmental Protection,"Environmental Planning, Policy and Compliance",Fulltime-Regular,Manager II,JAMES JOHNSON,Filled,11/14/05,11/27/05,12/5/05,12/22/05,1/4/06,1/7/06,1/19/06,1/26/06
13637,"SHOUKRY, NEELY",F,"$92,931.00",DEP,Department of Environmental Protection,Management Services,Fulltime-Regular,Administrative Specialist III,PATRICIA WILLIAMS,Filled,10/30/05,11/19/05,11/29/05,12/23/05,1/7/06,1/11/06,1/17/06,1/26/06
13638,"LEPINSKI, LYMAN",M,"$143,186.35",DEP,Department of Environmental Protection,Watershed Management,Fulltime-Regular,Manager II,PATRICIA WILLIAMS,Filled,11/14/05,11/20/05,11/27/05,12/17/05,12/31/05,1/8/06,1/17/06,1/26/06
13639,"CHAYREZ, MEL",M,"$58,564.52",DOT,Department of Transportation,Highway Services,Fulltime-Regular,Work Force Leader IV,ROBERT MILLER,Filled,10/27/05,11/7/05,11/18/05,12/9/05,12/26/05,1/8/06,1/17/06,1/26/06
13640,"ZARCO, SIOBHAN",F,"$55,931.15",CUS,Community Use of Public Facilities,Finance and Administrative Support Team,Fulltime-Regular,Office Services Coordinator,JAMES JOHNSON,Filled,12/8/05,12/12/05,12/14/05,12/25/05,1/1/06,1/12/06,1/16/06,1/26/06
13641,"RYDING, MICKIE",F,"$72,506.91",OHR,Office of Human Resources,Administrative Services,Fulltime-Regular,Administrative Specialist I,SUSAN HERNANDEZ,Filled,10/31/05,11/19/05,11/29/05,12/20/05,12/29/05,1/7/06,1/16/06,1/26/06
13642,"GRUNDBERG, SIERRA",F,"$43,118.31",LIB,Department of Public Libraries,Wheaton Library,Fulltime-Regular,Library Assistant I,SUSAN HERNANDEZ,Filled,11/5/05,11/15/05,11/20/05,12/13/05,12/25/05,1/1/06,1/16/06,1/26/06
13643,"KEMPT, LORINA",F,"$102,153.00",HCA,Department of Housing and Community Affairs,Single Family Housing Program,Fulltime-Regular,Senior Planning Specialist,JENNIFER MARTINEZ,Filled,10/30/05,11/12/05,11/27/05,12/16/05,12/27/05,1/5/06,1/15/06,1/26/06
13644,"EICHERS, FELICIDAD",F,"$68,971.68",HHS,Department of Health and Human Services,Child Welfare Services,Fulltime-Regular,Social Worker II,MARIA TAYLOR,Filled,10/26/05,11/9/05,11/20/05,12/9/05,12/22/05,1/3/06,1/15/06,1/26/06
13645,"PARIDON, RODNEY",M,"$28,628.90",DLC,Department of Liquor Control,Muddy Branch,Parttime-Regular,Liquor Store Clerk I,JOHN BROWN,Filled,10/18/05,11/10/05,11/20/05,12/14/05,12/24/05,1/8/06,1/14/06,1/26/06
13646,"ABDULHAQQ, MELINDA",F,"$66,490.63",LIB,Department of Public Libraries,Aspen Hill Library,Fulltime-Regular,Librarian II,SUSAN HERNANDEZ,Filled,11/16/05,11/23/05,12/3/05,12/22/05,12/30/05,1/7/06,1/14/06,1/26/06
13647,"GIGGETTS, OSVALDO",M,"$76,358.13",REC,Department of Recreation,Northern Region Area II,Fulltime-Regular,Recreation Supervisor,THOMAS WHITE,Filled,10/24/05,11/13/05,11/21/05,12/12/05,12/28/05,1/5/06,1/14/06,1/26/06
13648,"VERBOUT, DAKOTA",F,"$51,426.95",DLC,Department of Liquor Control,Administration,Fulltime-Regular,Alcohol Beverage Purchasing Specialist,JOHN BROWN,Filled,11/1/05,11/14/05,11/19/05,12/8/05,12/25/05,1/1/06,1/14/06,1/26/06
13649,"TUCK, WILL",M,"$48,374.48",DGS,Department of General Services,Fleet Management Services,Fulltime-Regular,Fiscal Assistant,PATRICIA WILLIAMS,Filled,10/31/05,11/14/05,11/27/05,12/10/05,12/24/05,1/1/06,1/14/06,1/26/06
13650,"AGUINO, ARTURO",M,"$40,397.07",CEC,Community Engagement Cluster,Silver Spring Urban District,Fulltime-Regular,Public Service Worker II,MARY SMITH,Filled,11/14/05,11/29/05,12/7/05,12/25/05,1/1/06,1/9/06,1/13/06,1/26/06
13651,"CLEVIDENCE, GIOVANNA",F,"$84,368.73",CCL,County Council,Council Central Staff,Fulltime-Regular,Information Technology Specialist III,MARY SMITH,Filled,11/16/05,11/27/05,12/2/05,12/19/05,12/30/05,1/6/06,1/13/06,1/26/06
13652,"STURMS, DESMOND",M,"$66,792.00",SHF,Sheriff's Office,Court and Transport,Fulltime-Regular,Deputy Sheriff III,THOMAS WHITE,Filled,10/27/05,11/13/05,11/24/05,12/11/05,12/23/05,1/6/06,1/13/06,1/26/06
13653,"GENARO, EFRAIN",M,"$70,085.00",POL,Department of Police,ISB Criminal Investigations Division 1st District Investigative Section,Fulltime-Regular,Police Officer III,DOROTHY THOMPSON,Filled,10/15/05,10/30/05,11/7/05,11/27/05,12/16/05,12/31/05,1/13/06,1/26/06
13654,"ONYEKWERE, GWENDOLYN",F,"$61,629.77",POL,Department of Police,MSB Communications Division,Fulltime-Regular,Office Services Coordinator,MARGARET MARTIN,Filled,11/6/05,11/22/05,12/2/05,12/16/05,12/29/05,1/5/06,1/11/06,1/26/06
13655,"DELLACIOPPA, SHERMAN",M,"$68,939.00",COR,Correction and Rehabilitation,DS MCDC Custody and Security,Fulltime-Regular,Correctional Officer III (Corporal),MARY SMITH,Filled,10/28/05,11/10/05,11/23/05,12/13/05,12/26/05,1/1/06,1/6/06,1/26/06
13656,"ELINSKY, CURT",M,"$48,020.05",DOT,Department of Transportation,Transit Nicholson Ride On,Fulltime-Regular,Bus Operator,LINDA JONES,Filled,11/12/05,11/25/05,12/5/05,12/27/05,1/5/06,1/13/06,1/18/06,1/25/06
13657,"MIR, SANDA",F,"$46,396.18",DOT,Department of Transportation,Transit Silver Spring Ride On,Fulltime-Regular,Bus Operator,LINDA JONES,Filled,11/7/05,11/23/05,11/30/05,12/22/05,1/4/06,1/10/06,1/18/06,1/25/06
13658,"ROSLING, RASHAD",M,"$48,020.05",DOT,Department of Transportation,Transit Silver Spring Ride On,Fulltime-Regular,Bus Operator,ROBERT MILLER,Filled,11/1/05,11/21/05,11/29/05,12/17/05,1/1/06,1/9/06,1/18/06,1/25/06
13659,"BIERL, NORRIS",M,"$42,503.24",LIB,Department of Public Libraries,Materials Delivery,Fulltime-Regular,Driver/Clerk,SUSAN HERNANDEZ,Filled,10/21/05,11/6/05,11/12/05,12/2/05,12/17/05,1/4/06,1/16/06,1/25/06
13660,"FISBECK, MARYAM",F,"$86,906.87",HHS,Department of Health and Human Services,Medical Assistance Eligibility Services,Fulltime-Regular,Program Manager II,DAVID ANDERSON,Filled,11/5/05,11/21/05,12/2/05,12/22/05,1/3/06,1/7/06,1/20/06,1/24/06
13661,"ZEBROWSKI, LORITA",F,"$53,615.10",DOT,Department of Transportation,Transit Nicholson Ride On,Fulltime-Regular,Transit Coordinator,LINDA JONES,Filled,11/4/05,11/28/05,12/2/05,12/24/05,1/6/06,1/12/06,1/19/06,1/24/06
13662,"VANSCOIK, BRANDY",F,"$93,990.66",OHR,Office of Human Resources,Recruitment and Selection,Parttime-Regular,Human Resources Specialist III,SUSAN HERNANDEZ,Filled,11/23/05,12/9/05,12/16/05,12/29/05,1/8/06,1/13/06,1/18/06,1/24/06
13663,"GLASSE, VINCE",M,"$95,592.81",DOT,Department of Transportation,Traffic Engineering Studies Section,Fulltime-Regular,Engineer III,LINDA JONES,Filled,11/21/05,12/3/05,12/14/05,12/29/05,1/8/06,1/14/06,1/17/06,1/24/06
13664,"LICCARDI, VIRGILIO",M,"$115,243.69",DOT,Department of Transportation,Highway Administration,Fulltime-Regular,Manager III,ROBERT MILLER,Filled,11/11/05,11/29/05,12/7/05,12/25/05,1/3/06,1/12/06,1/17/06,1/24/06
13665,"NAOR, GWENDA",F,"$63,795.18",HHS,Department of Health and Human Services,Child Welfare Services,Fulltime-Regular,Office Services Coordinator,DAVID ANDERSON,Filled,11/5/05,11/13/05,11/21/05,12/10/05,12/21/05,1/7/06,1/17/06,1/24/06
13666,"MAZAN, GAIL",M,"$55,156.08",HHS,Department of Health and Human Services,Urine Monitoring Program,Fulltime-Regular,Community Services Aide III,MARIA TAYLOR,Filled,11/13/05,11/24/05,12/3/05,12/20/05,1/4/06,1/11/06,1/16/06,1/24/06
13667,"BHATTACHARYA, KALYN",F,"$61,778.50",HHS,Department of Health and Human Services,Infants and Toddlers,Parttime-Regular,Psychologist,DAVID ANDERSON,Filled,11/5/05,11/13/05,11/21/05,12/7/05,12/18/05,12/27/05,1/12/06,1/24/06
13668,"LINDE, ALLYN",F,"$102,153.00",OHR,Office of Human Resources,Employee Benefits,Fulltime-Regular,Human Resources Specialist III,SUSAN HERNANDEZ,Filled,11/8/05,11/26/05,12/1/05,12/18/05,12/27/05,1/3/06,1/11/06,1/24/06
13669,"PLOCHOCKI, CLIFFORD",M,"$84,660.00",LIB,Department of Public Libraries,Long Branch Library,Fulltime-Regular,Manager III,SUSAN HERNANDEZ,Filled,11/7/05,11/17/05,11/25/05,12/13/05,12/23/05,12/30/05,1/8/06,1/24/06
13670,"WRIGT, VANCE",M,"$100,635.13",DOT,Department of Transportation,Highway Administration,Fulltime-Regular,Engineer III,ROBERT MILLER,Filled,11/9/05,11/22/05,12/8/05,12/26/05,1/6/06,1/14/06,1/19/06,1/23/06
13671,"SEE, SCOTTY",M,"$41,844.60",DOT,Department of Transportation,Transit Silver Spring Ride On,Fulltime-Regular,Bus Operator,ROBERT MILLER,Filled,11/17/05,12/1/05,12/6/05,12/21/05,1/1/06,1/11/06,1/16/06,1/23/06
13672,"SIERK, EUGENIO",M,"$98,610.96",OMB,Office of Management and Budget,Capital Budget Management,Fulltime-Regular,Senior Management and Budget Specialist,CHARLES MOORE,Filled,11/20/05,11/22/05,11/29/05,12/21/05,12/26/05,1/7/06,1/15/06,1/23/06
13673,"ORTOLANI, VENNIE",F,"$70,072.00",HHS,Department of Health and Human Services,"Chief, Behavioral Health and Crisis Services",Fulltime-Regular,Executive Administrative Aide,MARIA TAYLOR,Filled,10/26/05,11/10/05,11/23/05,12/17/05,12/28/05,1/3/06,1/15/06,1/23/06
13674,"DUHE, GAVIN",M,"$21,559.76",LIB,Department of Public Libraries,Chevy Chase Library,Parttime-Regular,Library Assistant I,SUSAN HERNANDEZ,Filled,11/13/05,11/23/05,11/29/05,12/19/05,1/3/06,1/11/06,1/14/06,1/23/06
